tier,symbol,price,change_pct,score,base_score,ext_penalty,regime_penalty,risk_category,is_earnings_reaction,catalyst,momentum,execution,squeeze,strength,technical,participation,social,short_pct,float_M,days_to_cover,atr_pct,dollar_vol_M,market_cap_B,days_to_earnings,tags,intraday_score,vwap,vwap_dist_pct,above_vwap,hod,lod,from_hod_pct,near_hod,intraday_volume,data_source
1,FLNC,25.68,35.37,76,76,-10,0,EXTENDED,False,0,19,17,7,14,11,8,0,37.330002,97.3,6.8,7.23,204.9,4.73,—,Above VWAP · Upper range · ⚠️ EXTENDED · Major move +35.4% · Vol surge 5.7x · $205M liq · Clean price,10.0,25.2758,3.22,True,26.94,22.07,-3.16,False,450302.0,Yahoo + IEX
1,INOD,85.87,88.15,73,80,-15,0,HIGH_RISK,False,0,20,20,5,14,11,6,4,16.89,31.3,5.6,6.8,130.0,2.8,—,Above VWAP · ⚠️ HIGH RISK · Major move +88.1% · Vol surge 4.5x · RVOL 6.4x · $130M liq · ATR 6.8% (clean),8.0,84.0097,1.64,True,90.3,73.24,-5.44,False,128657.0,Yahoo + IEX
2,AAON,139.37,7.83,73,59,0,0,NORMAL,False,0,7,16,4,15,9,8,0,10.520000999999999,68.0,9.3,6.5,176.0,11.41,—,Above VWAP · Upper range · Near HOD · $176M liq · ATR 6.5% (clean) · Clean price · DTC 9.3d,14.0,135.031,2.81,True,139.58,130.3,-0.54,True,3720.0,Yahoo + IEX
2,HIMX,18.86,17.65,72,62,0,0,NORMAL,False,0,13,12,0,15,12,10,0,7.7,247.1,2.6,7.33,79.6,3.29,—,Above VWAP · Upper range · Big move +17.7% · Vol surge 4.2x · $80M liq · Clean price · RS strong (5/20/60d),10.0,18.6432,1.06,True,19.28,17.41,-2.28,False,169999.0,Yahoo + IEX
2,RKLB,97.74,24.38,72,62,0,0,NORMAL,False,0,10,15,0,15,12,0,10,5.4899998,528.6,1.3,7.37,2164.5,56.5,—,Above VWAP · Upper range · Major move +24.4% · $2165M liq · Clean price · RS strong (5/20/60d) · Near 52WH,10.0,94.0851,3.4,True,99.0,84.96,-1.73,False,337928.0,Yahoo + IEX
2,INTC,117.14,6.86,71,55,0,0,NORMAL,False,0,3,16,0,15,10,6,5,2.87,5016.9,1.4,5.96,16260.1,588.75,—,Above VWAP · Upper range · Near HOD · Consolidating · $16260M liq · ATR 6.0% (clean) · Clean price,16.0,115.3705,1.64,True,117.73,110.81,-0.39,True,789282.0,Yahoo + IEX
2,MNST,85.86,13.02,70,52,0,0,NORMAL,False,0,6,16,0,14,11,5,0,3.09,698.8,4.3,2.71,379.5,83.97,—,Above VWAP · Upper range · Near HOD · Tight consolidation · Big move +13.0% · $379M liq · ATR 2.7% (clean),18.0,85.3771,0.68,True,86.235,83.48,-0.32,True,114076.0,Yahoo + IEX
2,WSC,27.34,17.36,69,55,0,0,NORMAL,False,0,6,13,5,14,12,5,0,22.97,175.4,12.6,4.21,72.5,4.95,—,Above VWAP · Upper range · Near HOD · Big move +17.4% · $72M liq · ATR 4.2% (clean) · Clean price,14.0,26.7953,1.77,True,27.44,25.615,-0.62,True,141834.0,Yahoo + IEX
2,CYTK,76.84,3.44,69,53,0,0,NORMAL,False,0,2,16,6,15,9,5,0,19.510001,123.8,7.6,5.2,228.6,9.56,—,Above VWAP · Upper range · Near HOD · Consolidating · $229M liq · ATR 5.2% (clean) · Clean price,16.0,76.2945,0.49,True,76.755,75.39,-0.11,True,17553.0,Yahoo + IEX
2,SYNA,119.5,12.95,68,54,0,0,NORMAL,False,0,6,16,7,15,10,0,0,21.93,38.0,7.3,5.26,104.1,4.66,—,Above VWAP · Upper range · Near HOD · Big move +12.9% · $104M liq · ATR 5.3% (clean) · Clean price,14.0,114.9537,3.87,True,119.75,107.24,-0.29,True,17287.0,Yahoo + IEX
3,LOGI,108.78,5.4,67,49,0,0,NORMAL,False,0,3,16,4,14,12,0,0,9.39,143.1,14.7,2.92,112.3,15.61,—,Above VWAP · Upper range · Near HOD · Tight consolidation · $112M liq · ATR 2.9% (clean) · Clean price,18.0,108.2965,0.44,True,108.99,107.37,-0.2,True,22964.0,Yahoo + IEX
2,GRPN,18.44,19.28,66,56,0,0,NORMAL,False,0,6,8,8,15,12,3,4,59.440000000000005,28.9,9.1,8.69,44.7,0.72,—,Above VWAP · Upper range · Big move +19.3% · Clean price · SI 59% · DTC 9.1d · Float 29M,10.0,17.8575,3.32,True,18.785,16.195,-1.78,False,41250.0,Yahoo + IEX
2,FLEX,140.27,5.43,66,50,0,0,NORMAL,False,0,7,16,0,15,12,0,0,2.8199999,365.1,2.6,4.81,693.6,51.57,—,Above VWAP · Upper range · Near HOD · Consolidating · $694M liq · ATR 4.8% (clean) · Clean price,16.0,139.3376,0.83,True,141.09,135.76,-0.42,True,76985.0,Yahoo + IEX
2,DXYZ,51.8,15.11,65,58,0,0,NORMAL,False,0,8,18,0,15,12,5,0,13.83,0.0,1.1,5.8,105.0,1.14,—,Above VWAP extended · Upper range · Big move +15.1% · $105M liq · ATR 5.8% (clean) · Clean price · RS strong (5/20/60d),7.0,49.178,5.33,True,52.4,46.21,-1.15,False,27171.0,Yahoo + IEX
2,DBX,27.76,10.47,65,51,0,0,NORMAL,False,0,6,13,5,14,12,1,0,25.22,151.7,7.5,3.25,89.3,6.62,—,Above VWAP · Upper range · Near HOD · Big move +10.5% · $89M liq · ATR 3.2% (clean) · Clean price,14.0,27.495,0.96,True,27.97,26.71,-0.75,True,111901.0,Yahoo + IEX
2,DOCN,158.54,5.39,65,51,0,0,NORMAL,False,0,3,16,0,15,9,8,0,14.510000000000002,81.2,2.0,6.8,701.6,16.55,—,Above VWAP · Upper range · Near HOD · $702M liq · ATR 6.8% (clean) · Clean price · RS strong (5/20/60d),14.0,155.7487,1.66,True,158.97,151.16,-0.4,True,30590.0,Yahoo + IEX
3,PENG,42.47,8.95,65,49,0,0,NORMAL,False,0,5,13,6,15,10,0,0,24.01,49.1,6.3,5.58,91.1,2.23,—,Above VWAP · Upper range · Near HOD · Consolidating · $91M liq · ATR 5.6% (clean) · Clean price,16.0,41.8564,1.11,True,42.42,39.965,-0.24,True,18951.0,Yahoo + IEX
3,CALY,16.91,14.52,65,49,0,0,NORMAL,False,0,8,11,0,15,12,3,0,4.17,148.8,2.5,3.75,44.9,3.08,—,Above VWAP · Upper range · Near HOD · Consolidating · Big move +14.5% · ATR 3.8% (clean) · Clean price,16.0,16.553,2.28,True,16.93,15.77,0.0,True,123764.0,Yahoo + IEX
2,NVAX,10.57,14.52,64,53,0,0,NORMAL,False,0,10,11,7,14,7,4,0,28.54,141.7,12.4,5.01,42.6,1.74,—,Above VWAP extended · Upper range · Near HOD · Big move +14.5% · ATR 5.0% (clean) · Clean price · SI 29%,11.0,10.0409,5.27,True,10.6,9.39,-0.28,True,115894.0,Yahoo + IEX
3,AMD,439.19,7.52,64,48,0,0,NORMAL,False,0,3,12,0,15,10,0,8,2.1999999999999997,1622.1,1.1,5.88,19594.2,716.15,—,Above VWAP · Upper range · Near HOD · Consolidating · $19594M liq · ATR 5.9% (clean) · RS strong (5/20/60d),16.0,430.6937,1.92,True,441.04,419.12,-0.47,True,289292.0,Yahoo + IEX
2,FROG,66.38,16.42,63,53,0,0,NORMAL,False,0,6,18,0,15,11,3,0,5.609999999999999,105.2,1.9,4.95,159.9,8.04,—,Above VWAP · Consolidating · Big move +16.4% · $160M liq · ATR 4.9% (clean) · Clean price · RS strong (5/20/60d),10.0,65.788,1.07,True,68.09,62.68,-2.35,False,171546.0,Yahoo + IEX
3,MKSI,320.35,6.5,63,47,0,0,NORMAL,False,0,3,12,2,15,12,3,0,5.9699997,67.0,3.4,5.39,390.9,21.57,—,Above VWAP · Upper range · Near HOD · Consolidating · $391M liq · ATR 5.4% (clean) · Float 67M,16.0,317.0155,1.41,True,321.5,311.12,0.0,True,22763.0,Yahoo + IEX
3,WMG,33.26,7.15,63,47,0,0,NORMAL,False,0,5,13,2,15,12,0,0,7.969999999999999,145.4,4.0,3.22,66.0,17.37,—,Above VWAP · Upper range · Near HOD · Consolidating · $66M liq · ATR 3.2% (clean) · Clean price,16.0,33.0442,0.68,True,33.6,32.0,-0.98,True,65546.0,Yahoo + IEX
3,TXRH,179.8,13.85,63,45,0,0,NORMAL,False,0,6,16,2,11,10,0,0,4.79,65.5,3.0,2.79,197.0,11.85,—,Above VWAP · Upper range · Near HOD · Tight consolidation · Big move +13.8% · $197M liq · ATR 2.8% (clean),18.0,177.8222,1.04,True,179.83,171.95,-0.08,True,60069.0,Yahoo + IEX
2,NAMS,40.61,16.53,62,52,0,0,NORMAL,False,0,8,13,4,15,9,3,0,7.9399999999999995,71.5,8.9,5.46,44.3,4.75,—,Above VWAP · Upper range · Big move +16.5% · ATR 5.5% (clean) · Clean price · DTC 8.9d · Float 71M,10.0,39.3357,2.58,True,41.16,34.96,-1.97,False,130581.0,Yahoo + IEX
3,TECK,63.79,4.99,62,46,0,0,NORMAL,False,0,0,16,0,15,12,3,0,0.0,468.1,2.0,4.02,191.0,31.25,—,Above VWAP · Near HOD · Tight consolidation · $191M liq · ATR 4.0% (clean) · Clean price · RS strong (5/20/60d),16.0,63.6684,0.18,True,64.13,63.085,-0.55,True,71807.0,Yahoo + IEX
3,CON,24.84,5.28,61,47,0,0,NORMAL,False,0,5,10,2,14,10,6,0,3.37,114.9,3.3,3.33,16.5,3.19,—,Above VWAP · Upper range · Near HOD · ATR 3.3% (clean) · Clean price · Float 115M · RS positive,14.0,24.408,1.85,True,25.0,23.095,-0.56,True,31436.0,Yahoo + IEX
3,AVPT,11.12,7.75,61,47,0,0,NORMAL,False,0,5,10,3,11,10,8,0,6.0300004,146.3,7.0,4.15,17.8,2.4,—,Above VWAP · Upper range · Near HOD · ATR 4.2% (clean) · Clean price · Float 146M · RS positive,14.0,10.9467,1.86,True,11.26,10.44,-0.98,True,119384.0,Yahoo + IEX
3,AMKR,74.46,3.03,61,45,0,0,NORMAL,False,0,0,16,0,15,9,5,0,14.249999999999998,141.3,2.6,6.26,387.6,18.46,—,Above VWAP · Upper range · Near HOD · Consolidating · $388M liq · ATR 6.3% (clean) · Clean price,16.0,73.7376,0.98,True,74.61,73.0,-0.2,True,22043.0,Yahoo + IEX
3,CORZ,23.13,3.44,61,45,0,0,NORMAL,False,0,2,16,4,13,10,0,0,21.61,235.3,5.4,6.48,376.7,7.35,—,Above VWAP · Upper range · Near HOD · Consolidating · $377M liq · ATR 6.5% (clean) · Clean price,16.0,22.8974,1.19,True,23.375,22.26,-0.88,True,226838.0,Yahoo + IEX
3,MIRM,107.89,4.82,61,45,0,0,NORMAL,False,0,2,15,6,10,9,3,0,17.909999,53.1,8.6,5.28,85.5,6.58,—,Above VWAP · Upper range · Near HOD · Consolidating · $86M liq · ATR 5.3% (clean) · Clean price,16.0,106.7979,0.77,True,108.055,104.16,-0.4,True,11267.0,Yahoo + IEX
3,CPAY,339.1,10.91,60,46,0,0,NORMAL,False,0,6,12,2,14,12,0,0,4.22,65.4,4.6,3.49,166.4,22.43,—,Above VWAP · Upper range · Near HOD · Big move +10.9% · $166M liq · ATR 3.5% (clean) · Float 65M,14.0,331.0294,2.28,True,339.505,321.465,-0.27,True,31108.0,Yahoo + IEX
3,CVSA,129.61,10.78,60,46,0,0,NORMAL,False,0,6,11,3,14,12,0,0,6.84,33.6,5.0,4.02,35.1,4.47,—,Above VWAP · Upper range · Near HOD · Big move +10.8% · ATR 4.0% (clean) · Clean price · Float 34M,14.0,127.4125,0.78,True,128.4,124.96,0.0,True,10423.0,Yahoo + IEX
2,RXT,4.82,36.93,59,62,-10,0,EXTENDED,False,0,19,5,4,15,12,5,2,19.650000000000002,109.9,2.8,9.69,86.7,1.2,—,Above VWAP extended · Upper range · Near HOD · Far above VWAP · ⚠️ EXTENDED · Major move +36.9% · Vol surge 11.7x,7.0,4.3113,12.03,True,4.845,3.75,-0.31,True,448104.0,Yahoo + IEX
3,MRNA,54.59,12.46,59,48,0,0,NORMAL,False,0,6,16,4,14,7,1,0,18.33,370.1,9.8,5.88,327.1,21.66,—,Above VWAP extended · Upper range · Near HOD · Big move +12.5% · $327M liq · ATR 5.9% (clean) · Clean price,11.0,52.2642,4.56,True,54.87,49.18,-0.4,True,117074.0,Yahoo + IEX
3,GLW,196.3,7.62,59,47,0,0,NORMAL,False,0,5,16,0,15,10,1,0,2.07,789.6,1.3,6.04,2295.9,168.94,—,Above VWAP · Upper range · Consolidating · $2296M liq · ATR 6.0% (clean) · Clean price · RS strong (5/20/60d),12.0,193.6189,1.34,True,198.25,186.0,-1.02,False,215361.0,Yahoo + IEX
3,PRKS,39.66,7.02,59,45,0,0,NORMAL,False,0,3,11,6,14,11,0,0,38.91,18.2,8.7,4.31,36.2,1.9,—,Above VWAP · Upper range · Near HOD · ATR 4.3% (clean) · Clean price · SI 39% · DTC 8.7d,14.0,39.5157,0.83,True,40.175,38.745,-0.82,True,12872.0,Yahoo + IEX
3,SMCI,34.79,3.48,59,45,0,0,NORMAL,False,0,2,16,0,13,9,3,2,19.33,500.6,1.8,6.37,1259.4,20.89,—,Above VWAP · Upper range · Near HOD · $1259M liq · ATR 6.4% (clean) · Clean price · RS strong (5/20/60d),14.0,33.7648,3.15,True,35.17,32.31,-0.97,True,449929.0,Yahoo + IEX
3,GPRE,18.04,9.6,59,45,0,0,NORMAL,False,0,3,11,7,14,10,0,0,21.67,66.5,8.5,5.06,26.5,1.26,—,Above VWAP · Upper range · Near HOD · ATR 5.1% (clean) · Clean price · SI 22% · DTC 8.5d,14.0,17.5558,2.99,True,18.08,16.76,0.0,True,12767.0,Yahoo + IEX
3,NVDA,216.09,2.17,59,43,0,0,NORMAL,False,0,0,12,0,15,8,0,8,1.2200001,23321.7,1.7,3.41,31542.7,5252.07,—,Above VWAP · Near HOD · Tight consolidation · $31543M liq · ATR 3.4% (clean) · RS strong (5/20/60d) · Near 52WH,16.0,216.0434,0.09,True,217.785,212.92,-0.71,True,1266359.0,Yahoo + IEX
3,GOOGL,400.54,0.64,59,41,0,0,NORMAL,False,0,0,12,0,15,9,3,2,1.34000005,10853.6,2.7,2.57,10612.1,4852.72,—,Above VWAP · Upper range · Near HOD · Tight consolidation · $10612M liq · ATR 2.6% (clean) · RS strong (5/20/60d),18.0,399.1021,0.37,True,401.31,396.4,-0.18,True,191643.0,Yahoo + IEX
3,LSCC,124.47,3.79,59,41,0,0,NORMAL,False,0,0,16,2,13,10,0,0,7.9,135.8,3.6,5.45,283.5,17.05,—,Above VWAP · Upper range · Near HOD · Tight consolidation · $283M liq · ATR 5.5% (clean) · Clean price,18.0,123.6504,0.73,True,124.68,122.065,-0.1,True,21139.0,Yahoo + IEX
2,QCOM,214.53,5.9,58,53,0,0,NORMAL,False,0,5,12,0,15,11,3,7,5.140000000000001,1051.7,3.8,6.56,4794.3,226.11,—,Above VWAP · $4794M liq · ATR 6.6% (clean) · RS strong (5/20/60d) · Near 52WH · EMA stack ↑ · Gap +4.9%,5.0,214.2815,0.24,True,220.34,208.85,-2.51,False,357693.0,Yahoo + IEX
3,MXL,98.0,18.98,58,44,0,0,NORMAL,False,0,6,7,3,15,12,1,0,8.92,84.3,5.6,10.27,677.7,8.78,—,Above VWAP · Upper range · Near HOD · Big move +19.0% · $678M liq · Clean price · Float 84M,14.0,94.6782,3.77,True,98.72,87.65,-0.48,True,68681.0,Yahoo + IEX
3,ORCL,195.5,0.47,58,42,0,0,NORMAL,False,0,0,16,0,12,9,5,0,1.71,1709.0,1.1,4.73,6417.6,562.27,—,Above VWAP · Upper range · Near HOD · Consolidating · $6418M liq · ATR 4.7% (clean) · Clean price,16.0,193.9574,0.83,True,197.17,190.23,-0.82,True,250464.0,Yahoo + IEX
3,CSCO,95.94,4.1,58,40,0,0,NORMAL,False,0,0,16,0,15,9,0,0,1.47,3943.3,2.6,2.34,1627.3,378.95,—,Above VWAP · Upper range · Near HOD · Tight consolidation · $1627M liq · ATR 2.3% (clean) · Clean price,18.0,94.7607,1.27,True,96.005,93.225,-0.05,True,264214.0,Yahoo + IEX
3,GTX,28.14,4.09,58,40,0,0,NORMAL,False,0,0,13,0,15,9,3,0,5.2299999999999995,170.5,4.7,4.21,71.2,5.27,—,Above VWAP · Upper range · Near HOD · Tight consolidation · $71M liq · ATR 4.2% (clean) · Clean price,18.0,27.8609,1.07,True,28.165,27.385,-0.02,True,41127.0,Yahoo + IEX
3,TRVI,15.18,8.04,57,43,0,0,NORMAL,False,0,3,11,4,15,10,0,0,14.099999999999998,117.2,12.4,5.38,28.2,2.16,—,Above VWAP · Upper range · Near HOD · ATR 5.4% (clean) · Clean price · DTC 12.4d · Float 117M,14.0,15.0459,0.66,True,15.15,14.42,-0.03,True,7275.0,Yahoo + IEX
3,AMAT,430.79,4.94,57,39,0,0,NORMAL,False,0,0,12,0,15,12,0,0,1.72,790.1,2.1,3.94,2431.4,341.88,—,Above VWAP · Upper range · Near HOD · Tight consolidation · $2431M liq · ATR 3.9% (clean) · RS strong (5/20/60d),18.0,428.3919,0.45,True,431.45,418.06,-0.26,True,32377.0,Yahoo + IEX
3,AMZN,272.66,0.55,57,39,0,0,NORMAL,False,0,0,12,0,12,9,4,2,0.95,9777.9,2.0,2.68,12994.1,2933.03,—,Above VWAP · Upper range · Near HOD · Tight consolidation · $12994M liq · ATR 2.7% (clean) · RS positive,18.0,272.065,0.24,True,273.365,269.95,-0.24,True,337888.0,Yahoo + IEX
3,TSLA,426.56,3.58,57,39,0,0,NORMAL,False,0,0,12,0,10,9,3,5,2.1300000999999997,2815.9,1.1,3.21,26260.3,1602.04,—,Above VWAP · Upper range · Near HOD · Tight consolidation · $26260M liq · ATR 3.2% (clean) · RS positive,18.0,424.2788,0.75,True,429.84,415.8,-0.55,True,383085.0,Yahoo + IEX
3,ROAD,146.74,11.71,56,48,0,0,NORMAL,False,0,6,13,3,15,11,0,0,6.1100002,47.4,5.4,4.63,70.6,8.29,—,Above VWAP · Big move +11.7% · $71M liq · ATR 4.6% (clean) · Clean price · Float 47M · RS strong (5/20/60d),8.0,146.0957,0.42,True,150.64,140.6,-2.61,False,20224.0,Yahoo + IEX
3,LUNR,27.19,12.77,56,46,0,0,NORMAL,False,0,6,10,5,14,10,1,0,23.94,129.3,1.9,9.37,339.6,4.35,—,Above VWAP · Upper range · Big move +12.8% · $340M liq · Clean price · SI 24% · Float 129M,10.0,26.2943,3.37,True,27.705,24.74,-1.89,False,108203.0,Yahoo + IEX
3,SANM,251.29,5.99,56,42,0,0,NORMAL,False,0,3,12,2,15,9,1,0,8.1,51.8,4.1,5.75,256.2,13.47,—,Above VWAP · Upper range · Near HOD · $256M liq · ATR 5.7% (clean) · Float 52M · RS strong (5/20/60d),14.0,248.9856,1.52,True,252.77,240.33,0.0,True,4091.0,Yahoo + IEX
3,FORM,150.96,4.34,56,42,0,0,NORMAL,False,0,0,16,0,15,11,0,0,5.3400002,77.4,1.8,6.92,316.5,11.77,—,Above VWAP · Near HOD · Consolidating · $316M liq · ATR 6.9% (clean) · Clean price · RS strong (5/20/60d),14.0,149.1457,1.02,True,152.12,146.555,-0.96,True,31394.0,Yahoo + IEX
3,MRX,55.34,6.66,56,42,0,0,NORMAL,False,0,3,13,0,13,10,3,0,4.32,50.9,2.1,3.95,62.1,3.98,—,Above VWAP · Upper range · Near HOD · $62M liq · ATR 3.9% (clean) · Clean price · RS positive,14.0,54.2712,2.19,True,55.46,52.11,0.0,True,10038.0,Yahoo + IEX
3,MBX,38.9,12.06,56,42,0,0,NORMAL,False,0,8,10,4,11,9,0,0,11.17,29.1,8.0,6.72,16.9,1.85,—,Above VWAP · Upper range · Near HOD · Big move +12.1% · ATR 6.7% (clean) · Clean price · DTC 8.0d,14.0,37.555,3.85,True,39.04,34.7,-0.1,True,19319.0,Yahoo + IEX
3,DELL,244.49,6.18,56,40,0,0,NORMAL,False,0,3,12,0,15,9,1,0,8.3100006,300.4,2.6,4.2,1456.9,158.96,—,Above VWAP · Upper range · Near HOD · Consolidating · $1457M liq · ATR 4.2% (clean) · RS strong (5/20/60d),16.0,241.6659,1.25,True,245.46,235.215,-0.32,True,29078.0,Yahoo + IEX
3,MRVL,166.97,4.35,56,40,0,0,NORMAL,False,0,0,16,0,13,11,0,0,3.9,870.6,1.2,5.57,4275.2,146.01,—,Above VWAP · Upper range · Near HOD · Consolidating · $4275M liq · ATR 5.6% (clean) · Clean price,16.0,165.8498,0.67,True,167.3,163.09,-0.2,True,154413.0,Yahoo + IEX
3,AAPL,293.64,2.16,56,38,0,0,NORMAL,False,0,0,12,0,15,9,0,2,0.9199999999999999,14662.2,3.2,2.35,13723.7,4312.8,—,Above VWAP · Upper range · Near HOD · Tight consolidation · $13724M liq · ATR 2.4% (clean) · RS strong (5/20/60d),18.0,293.1718,0.14,True,294.53,290.065,-0.33,True,425274.0,Yahoo + IEX
2,AKAM,139.55,19.59,55,50,0,0,NORMAL,False,0,8,18,0,15,9,0,0,13.370000000000001,141.6,2.9,4.84,699.9,20.54,—,Above VWAP · Big move +19.6% · $700M liq · ATR 4.8% (clean) · Clean price · RS strong (5/20/60d) · Near 52WH,5.0,139.4752,0.06,True,145.56,132.97,-4.13,False,292262.0,Yahoo + IEX
3,EOSE,7.55,18.71,55,48,0,0,NORMAL,False,0,6,10,4,13,10,5,0,30.55,334.9,4.4,8.24,173.9,2.56,—,Above VWAP extended · Upper range · Big move +18.7% · $174M liq · SI 31% · RS positive · V-recovery,7.0,7.2891,4.06,True,7.665,6.565,-1.04,False,785337.0,Yahoo + IEX
3,ALKT,17.95,2.95,55,41,0,0,NORMAL,False,0,0,11,3,13,9,5,0,12.020000999999999,65.5,6.8,5.24,30.2,1.92,—,Above VWAP · Upper range · Near HOD · ATR 5.2% (clean) · Clean price · Float 66M · RS strong (5/20/60d),14.0,17.5609,2.22,True,17.995,17.17,-0.25,True,24001.0,Yahoo + IEX
3,AUR,7.01,-1.82,55,41,0,0,NORMAL,False,0,0,13,4,10,6,8,0,18.190001,1251.3,10.8,6.58,180.8,13.75,—,Above VWAP · Upper range · Near HOD · $181M liq · ATR 6.6% (clean) · DTC 10.8d · RS strong (5/20/60d),14.0,6.8785,2.49,True,7.065,6.7,-0.21,True,296999.0,Yahoo + IEX
3,GEN,22.14,9.63,55,41,0,0,NORMAL,False,0,3,16,0,11,10,1,0,5.35,461.4,3.1,3.6,141.9,13.41,—,Above VWAP · Upper range · Near HOD · $142M liq · ATR 3.6% (clean) · Clean price · RS positive,14.0,21.8081,1.66,True,22.33,21.075,-0.72,True,284410.0,Yahoo + IEX
3,ROKU,127.01,0.27,55,39,0,0,NORMAL,False,0,0,16,2,12,6,3,0,6.47,130.1,3.1,4.02,362.7,18.76,—,Above VWAP · Upper range · Near HOD · Consolidating · $363M liq · ATR 4.0% (clean) · Clean price,16.0,125.9786,0.87,True,127.135,125.13,-0.05,True,5763.0,Yahoo + IEX
3,CSIQ,19.02,7.61,54,49,0,0,NORMAL,False,0,3,13,6,11,11,5,0,27.16,47.4,5.4,6.67,53.0,1.29,—,Above VWAP · $53M liq · ATR 6.7% (clean) · Clean price · SI 27% · Float 47M · RS positive,5.0,18.9763,0.12,True,19.73,18.31,-3.7,False,80408.0,Yahoo + IEX
3,UCTT,85.14,6.56,54,40,0,0,NORMAL,False,0,3,10,0,15,12,0,0,7.88,44.0,2.5,7.66,84.8,3.82,—,Above VWAP · Upper range · Near HOD · $85M liq · Clean price · RS strong (5/20/60d) · Near 52WH,14.0,84.0671,1.12,True,85.5,82.96,-0.57,True,7126.0,Yahoo + IEX
2,IREN,61.53,8.23,53,53,0,0,NORMAL,False,0,5,15,0,14,9,0,10,18.459999999999997,302.8,1.8,7.87,2532.0,20.41,—,$2532M liq · Clean price · RS strong (5/20/60d) · EMA stack ↑ · Gap +12.3% · Near 20D high · WSB #4,0.0,62.0736,-0.88,False,66.12,58.96,-6.95,False,768976.0,Yahoo + IEX
3,NSIT,77.66,10.35,52,38,0,0,NORMAL,False,0,10,11,2,7,8,0,0,7.180000000000001,30.3,3.0,5.47,39.4,2.36,—,Above VWAP · Upper range · Near HOD · Big move +10.4% · ATR 5.5% (clean) · Clean price · Float 30M,14.0,75.6841,2.6,True,77.65,71.55,0.0,True,2569.0,Yahoo + IEX
3,TDS,48.78,7.21,52,38,0,0,NORMAL,False,0,3,11,0,14,9,1,0,0.05,89.9,0.0,2.59,31.0,5.55,—,Above VWAP · Upper range · Near HOD · ATR 2.6% (clean) · Clean price · RS positive · Near 52WH,14.0,47.9603,1.73,True,48.79,45.69,0.0,True,13524.0,Yahoo + IEX
3,VPG,66.5,6.52,52,38,0,0,NORMAL,False,0,3,8,0,15,9,3,0,8.77,11.0,4.8,5.6,16.0,0.88,—,Above VWAP · Upper range · Near HOD · ATR 5.6% (clean) · Clean price · RS strong (5/20/60d) · Near 52WH,14.0,66.2368,0.65,True,66.8,65.0,-0.2,True,2491.0,Yahoo + IEX
3,MSTR,183.15,1.84,52,38,0,0,NORMAL,False,0,0,16,0,11,8,3,0,11.3900006,325.6,2.0,5.46,3390.9,64.17,—,Above VWAP · Upper range · Near HOD · $3391M liq · ATR 5.5% (clean) · Clean price · RS positive,14.0,180.7725,1.39,True,184.5,177.7,-0.66,True,47495.0,Yahoo + IEX
3,PRM,30.58,4.16,52,38,0,0,NORMAL,False,0,2,11,0,15,9,1,0,2.6500002,148.7,2.9,4.46,37.6,4.99,—,Above VWAP · Upper range · Near HOD · ATR 4.5% (clean) · Clean price · RS strong (5/20/60d) · Near 52WH,14.0,29.8598,2.58,True,30.63,29.395,0.0,True,14880.0,Yahoo + IEX
3,WOLF,48.86,8.2,51,46,0,0,NORMAL,False,0,5,7,3,15,11,5,0,0.0,24.3,6.5,10.62,289.2,2.36,—,Above VWAP · $289M liq · Clean price · Float 24M · RS strong (5/20/60d) · Near 52WH · EMA stack ↑,5.0,49.1093,0.12,True,50.78,47.9,-3.17,False,63473.0,Yahoo + IEX
3,ABCL,5.08,5.29,51,41,0,0,NORMAL,False,0,3,5,5,14,9,5,0,20.25,205.9,19.0,7.06,36.3,1.55,—,Above VWAP · Upper range · SI 20% · DTC 19.0d · RS strong (5/20/60d) · EMA stack ↑ · Near 20D high,10.0,5.0199,1.69,True,5.16,4.885,-1.07,False,75289.0,Yahoo + IEX
